x,y
0.644545,-0.737374
0.679798,-0.737374
0.715051,-0.737374
0.750303,-0.737374
0.785556,-0.737374
0.820808,-0.737374
0.856061,-0.737374
0.891313,-0.737374
0.926566,-0.737374
0.961818,-0.737374
0.997071,-0.737374
1.032323,-0.737374
1.067576,-0.737374
1.102828,-0.737374
1.138081,-0.737374
1.173333,-0.737374
1.208586,-0.737374
1.243838,-0.737374
1.279091,-0.737374
1.314343,-0.737374
1.349596,-0.737374
1.384848,-0.737374
1.420101,-0.737374
1.455354,-0.737374
1.490606,-0.737374
1.525859,-0.737374
1.561111,-0.737374
1.596364,-0.737374
1.631616,-0.737374
1.666869,-0.737374
1.702121,-0.737374
1.737374,-0.737374
1.772626,-0.737374
1.807879,-0.737374
1.843131,-0.737374
1.878384,-0.737374
1.913636,-0.737374
1.948889,-0.737374
1.984141,-0.737374
2.019394,-0.737374
2.054646,-0.737374
2.089899,-0.737374
2.125152,-0.737374
2.160404,-0.737374
2.195657,-0.737374
2.230909,-0.737374
2.266162,-0.737374
2.301414,-0.737374
2.336667,-0.737374
0.010000,-0.717172
0.045253,-0.717172
0.080505,-0.717172
0.115758,-0.717172
0.151010,-0.717172
0.186263,-0.717172
0.221515,-0.717172
0.256768,-0.717172
0.292020,-0.717172
0.327273,-0.717172
0.362525,-0.717172
0.397778,-0.717172
0.433030,-0.717172
0.468283,-0.717172
0.503535,-0.717172
0.538788,-0.717172
0.574040,-0.717172
0.609293,-0.717172
0.644545,-0.717172
0.679798,-0.717172
0.715051,-0.717172
0.750303,-0.717172
0.785556,-0.717172
0.820808,-0.717172
0.856061,-0.717172
0.891313,-0.717172
0.926566,-0.717172
0.961818,-0.717172
0.997071,-0.717172
1.032323,-0.717172
1.067576,-0.717172
1.102828,-0.717172
1.138081,-0.717172
1.173333,-0.717172
1.208586,-0.717172
1.243838,-0.717172
1.279091,-0.717172
1.314343,-0.717172
1.349596,-0.717172
1.384848,-0.717172
1.420101,-0.717172
1.455354,-0.717172
1.490606,-0.717172
1.525859,-0.717172
1.561111,-0.717172
1.596364,-0.717172
1.631616,-0.717172
1.666869,-0.717172
1.702121,-0.717172
1.737374,-0.717172
1.772626,-0.717172
1.807879,-0.717172
1.843131,-0.717172
1.878384,-0.717172
1.913636,-0.717172
1.948889,-0.717172
1.984141,-0.717172
2.019394,-0.717172
2.054646,-0.717172
2.089899,-0.717172
2.125152,-0.717172
2.160404,-0.717172
2.195657,-0.717172
2.230909,-0.717172
2.266162,-0.717172
2.301414,-0.717172
2.336667,-0.717172
2.371919,-0.717172
0.010000,-0.696970
0.045253,-0.696970
0.080505,-0.696970
0.115758,-0.696970
0.151010,-0.696970
0.186263,-0.696970
0.221515,-0.696970
0.256768,-0.696970
0.292020,-0.696970
0.327273,-0.696970
0.362525,-0.696970
0.397778,-0.696970
0.433030,-0.696970
0.468283,-0.696970
0.503535,-0.696970
0.538788,-0.696970
0.574040,-0.696970
0.609293,-0.696970
0.644545,-0.696970
0.679798,-0.696970
0.715051,-0.696970
0.750303,-0.696970
0.785556,-0.696970
0.820808,-0.696970
0.856061,-0.696970
0.891313,-0.696970
0.926566,-0.696970
0.961818,-0.696970
0.997071,-0.696970
1.032323,-0.696970
1.067576,-0.696970
1.102828,-0.696970
1.138081,-0.696970
1.173333,-0.696970
1.208586,-0.696970
1.243838,-0.696970
1.279091,-0.696970
1.314343,-0.696970
1.349596,-0.696970
